GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2011;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09474143;      Kirchehrenbach;82105;4475;250;1888;157;-;87;494;4023;397;-;2362;36635;26991;1123;3177;46;-
09474144;      Kleinsendelbach;75020;3392;139;2039;81;486;9;4027;3092;-;-;155;49142;10485;1324;619;30;-
09474145;      Kunreuth;98146;2753;172;1943;49;-;67;364;3797;-;-;-;61251;26349;408;942;51;-
09474146;      Langensendelbach;95824;6494;190;2864;71;-;251;412;4798;-;-;40;51654;25682;1857;1343;168;-
09474147;      Leutenbach;194088;3323;309;3260;181;-;76;450;7769;-;-;103;106295;69901;518;1828;75;-
09474154;      Neunkirchen a.Brand, M;263945;16021;1844;7675;356;-;1533;905;12109;716;-;-;154239;63775;871;3645;256;-
09474156;      Obertrubach;211584;4445;534;4849;235;-;332;776;9105;-;-;287;84338;102655;315;3632;81;-
09474158;      Pinzberg;133128;3296;296;3049;3164;-;93;703;4438;360;-;-;90791;24660;1130;1087;61;-
09474160;      Poxdorf;51647;2611;333;1518;28;-;226;571;2361;279;-;-;34554;6949;564;1630;23;-
09474161;      Pretzfeld, M;242016;5496;854;3986;215;228;116;274;10214;288;-;281;112508;103432;1952;1900;272;-
09474168;      Unterleinleiter;124733;3116;377;1493;185;16;157;278;5845;-;-;-;40941;69798;395;2079;53;-
09474171;      Weilersbach;86125;4294;235;1891;141;-;124;392;5086;-;-;285;42189;27387;387;3647;67;-
09474173;      Weißenohe;46867;2273;252;767;28;-;13;182;2030;141;-;113;19052;21055;221;708;32;-
09474175;      Wiesenthau;64341;3774;199;1795;83;-;45;292;2790;462;-;-;41678;9604;160;3374;85;-
09474176;      Wiesenttal, M;458745;6493;622;9206;854;-;285;1163;19876;888;-;-;202065;210505;2593;4102;93;-
09475;    Hof (Lkr);8925273;261586;54085;181987;18231;14768;25199;26330;408687;24366;623;54;4443384;3218688;80669;162997;3619;-
09475112;      Bad Steben, M;258454;9756;729;7741;454;139;2134;923;11428;111;-;-;147319;67226;2290;8072;132;-
09475113;      Berg;388984;7208;1932;7395;794;3860;471;360;24112;-;-;-;209071;121030;3340;9306;105;-
09475120;      Döhlau;152495;11312;1313;4292;624;699;997;1191;9495;571;134;54;93780;21953;1735;4240;105;-
09475123;      Feilitzsch;302225;7684;702;5150;412;-;695;412;12769;2010;-;-;185431;79163;2000;5779;18;-
09475127;      Gattendorf;221862;3368;1742;3254;401;13;70;5024;10489;-;-;-;132669;60829;811;3180;12;-
09475128;      Geroldsgrün;155802;9061;1017;3716;207;-;226;604;6817;-;11;-;91240;35451;730;6591;131;-
09475136;      Helmbrechts, St;586227;22553;6158;12265;1216;-;2209;1876;28703;1234;-;-;284755;209419;5049;10357;433;-
09475137;      Issigau;186843;3754;581;2447;132;-;540;253;6230;63;-;-;85470;83359;1309;2666;39;-
09475141;      Köditz;314777;8010;1417;6865;600;1769;415;1006;15404;964;-;-;177173;90754;3969;6352;79;-
09475142;      Konradsreuth;433305;8247;2869;8519;694;-;651;648;17022;-;-;-;258342;129297;2850;4043;123;-
09475145;      Leupoldsgrün;102537;3962;346;2175;103;-;107;159;7618;41;-;-;57815;27477;603;2068;63;-
09475146;      Lichtenberg, St;94696;3744;258;1436;146;1234;1443;582;4295;193;-;-;32435;44736;2009;2137;48;-
09475154;      Münchberg, St;687893;22840;5095;20426;4291;224;2634;1578;36246;4094;-;-;417489;155201;7994;9440;341;-
09475156;      Naila, St;370399;18679;4240;10828;1134;701;1675;1605;19404;1319;-;-;141311;155988;3233;9966;316;-
09475158;      Oberkotzau, M;215062;14013;1841;5808;803;-;884;1007;9117;2640;239;-;110175;60661;1968;5743;163;-
09475161;      Regnitzlosau;398984;7948;815;7316;940;2764;703;490;19755;-;64;-;250464;93008;3351;11257;109;-
09475162;      Rehau, St;803276;21843;6386;12891;1477;1895;3145;1928;34061;2049;-;-;264078;430662;6332;16306;223;-
09475165;      Schauenstein, St;266567;4998;809;5700;167;-;420;393;10330;-;-;-;152365;84361;2745;4175;104;-
09475168;      Schwarzenbach a.d.Saale, St;591828;17650;5774;12281;723;-;2329;1597;25247;4833;31;-;318317;178315;15603;8895;233;-
09475169;      Schwarzenbach a.Wald, St;367022;13208;2781;7665;629;535;512;1329;18313;-;144;-;112412;200060;1418;7865;151;-
09475171;      Selbitz, St;277206;12236;2503;6703;306;-;926;944;17149;1176;-;-;156650;70358;1802;6177;276;-
09475174;      Sparneck, M;163578;6055;1446;2279;101;935;352;511;5433;-;-;-;61870;82021;1081;1441;53;-
09475175;      Stammbach, M;346717;7478;1196;7776;442;-;292;559;15260;1808;-;-;201306;105521;1886;3120;73;-
09475181;      Töpen;207996;2737;744;4884;323;-;98;448;6623;-;-;-;138130;48799;1380;3802;28;-
09475182;      Trogen;123168;3654;159;1614;136;-;501;210;9081;264;-;-;64098;40200;751;2398;102;-
09475184;      Weißdorf;219102;3604;636;4082;238;-;257;347;6576;387;-;-;132513;64790;1839;3775;58;-
09475189;      Zell im Fichtelgebirge, M;312356;5982;596;6183;700;-;494;280;10503;609;-;-;163144;119077;1942;2745;101;-
09475444;      Gemeindefreie Gebiete;375912;2;-;296;38;-;19;66;11207;-;-;-;3562;358972;649;1101;-;-
09476;    Kronach (Lkr);6515332;174769;42476;88587;10659;9825;6916;23412;266241;14570;94;-;1839369;3839842;55160;140669;2743;-
09476145;      Kronach, St;669889;39270;10938;20608;1642;810;3427;4486;32885;2413;-;-;291073;233213;6777;21860;487;-
09476146;      Küps, M;356347;20386;3514;8317;754;-;562;8357;16596;1003;32;-;172479;109696;3657;10674;320;-
09476152;      Ludwigsstadt, St;587525;8953;1559;5109;327;2771;171;720;23069;2851;-;-;114410;412464;2111;12813;197;-
09476154;      Mitwitz, M;331937;6215;2888;5773;355;2287;84;570;12980;-;-;-;113310;176253;5666;5485;71;-
09476159;      Nordhalben, M;219288;5212;1618;1736;498;-;100;169;9798;662;-;-;51131;136958;6996;4358;52;-
09476164;      Pressig, M;531937;10307;2299;5911;656;2231;204;773;20906;2811;62;-;144093;330263;3648;7580;193;-
09476166;      Reichenbach;86574;1804;134;1039;58;-;55;211;2734;-;-;-;25475;53913;343;754;54;-
09476171;      Schneckenlohe;93099;3242;661;1606;28;-;42;172;4893;-;-;-;46192;32810;590;2806;57;-
09476175;      Steinbach a.Wald;361446;8450;3480;4956;1121;83;371;1327;13231;1404;-;-;126629;188103;1494;10645;152;-
09476177;      Steinwiesen, M;550264;8084;1414;4120;939;-;210;936;21270;578;-;-;87774;411466;6934;6439;100;-
09476178;      Stockheim;253569;14438;2754;5086;446;-;186;1270;12829;1776;-;-;105321;101847;2531;4781;304;-
09476179;      Tettau, M;238019;6604;3013;1332;268;15;91;700;9800;-;-;-;25920;180965;1056;8137;118;-
09476180;      Teuschnitz, St;342489;5234;967;3094;195;18;240;665;12050;367;-;-;86208;219201;1739;12442;69;-
09476182;      Tschirn;201369;1340;474;1168;109;-;13;144;7866;-;-;-;33245;151529;1086;4374;21;-
09476183;      Marktrodach, M;333201;10401;2226;4941;363;788;262;884;12425;491;-;-;126078;166426;2389;5377;150;-
09476184;      Wallenfels, St;456548;5914;2591;2990;403;38;459;374;20267;-;-;-;46499;367541;3173;6162;137;-
09476185;      Weißenbrunn;264106;8172;1263;4907;2113;710;239;742;12040;214;-;-;119420;104179;1480;8509;118;-
09476189;      Wilhelmsthal;429132;10743;683;5873;383;74;197;912;16277;-;-;-;123438;260391;2928;7090;143;-
09476444;      Gemeindefreie Gebiete;208593;-;-;21;1;-;3;-;4325;-;-;-;674;202624;562;383;-;-
09477;    Kulmbach (Lkr);6583304;179787;42340;136219;17429;17765;10621;19362;296045;16320;-;-;3243228;2456794;46863;97665;2866;-
09477117;      Grafengehaig, M;208129;3651;632;3004;278;-;89;373;7712;-;-;-;92702;95424;1239;2971;54;-
09477118;      Guttenberg;106548;1695;112;1388;36;1954;160;282;4139;-;-;-;39326;55513;382;1535;26;-
09477119;      Harsdorf;112534;2600;271;1785;135;-;234;106;7163;672;-;-;50234;48051;270;977;36;-
09477121;      Himmelkron;230616;7563;2981;7411;615;-;325;651;15773;2924;-;-;121630;61032;2127;7499;85;-
09477124;      Kasendorf, M;390012;6050;2413;6365;1791;2316;291;453;16261;-;-;-;223955;123766;853;5352;146;-
09477127;      Ködnitz;196231;5181;152;3061;52;-;122;243;9081;416;-;-;92414;82098;1690;1721;-;-
09477128;      Kulmbach, GKSt;927722;55805;16603;27500;5651;1025;4699;3739;48944;3711;-;-;435335;295204;9975;18531;1000;-
09477129;      Kupferberg, St;82851;2956;243;1625;56;4574;116;411;3319;-;-;-;39726;27867;503;1415;40;-
09477135;      Ludwigschorgast, M;59418;2909;127;926;141;1349;103;293;3005;599;-;-;30697;17294;659;1263;53;-
09477136;      Mainleus, M;494198;15553;3438;12775;369;274;962;1218;20309;1436;-;-;277766;147228;5292;7287;291;-
09477138;      Marktleugast, M;338732;9405;1412;5558;1093;-;112;1289;12503;-;-;-;155277;145310;2765;3845;163;-
09477139;      Marktschorgast, M;158096;3754;1936;2382;292;-;76;322;9106;1734;-;-;72804;61572;1123;2921;74;-
09477142;      Neudrossenfeld;502451;10173;1368;10930;930;2478;306;798;22844;250;-;-;292196;148751;6753;4567;107;-
09477143;      Neuenmarkt;189457;8038;2114;7059;822;-;403;314;7213;2585;-;-;134705;20983;1331;3808;82;-
09477148;      Presseck, M;548185;5242;349;6154;206;1270;300;549;21056;-;-;-;158966;346077;1931;5954;131;-
09477151;      Rugendorf;173195;2576;882;4308;607;-;28;274;7914;-;-;-;113960;40279;552;1781;34;-
09477156;      Stadtsteinach, St;397946;8686;1855;6669;1226;2386;445;1178;15847;458;-;-;168252;182133;2468;6243;100;-
09477157;      Thurnau, M;641815;10592;2821;11895;1070;-;816;5516;27523;-;-;-;311229;261448;2333;6402;170;-
09477158;      Trebgast;170863;4818;325;3911;285;139;517;575;8070;661;-;-;82151;62816;1787;4738;70;-
09477159;      Untersteinach;114257;4986;1428;2333;1102;-;208;309;6432;874;-;-;68846;23370;1242;3005;122;-
09477163;      Wirsberg, M;172108;4817;667;3363;248;-;144;353;7328;-;-;-;78527;73597;1216;1805;43;-
09477164;      Wonsees, M;367940;2737;211;5817;424;-;165;116;14503;-;-;-;202530;136981;372;4045;39;-
09478;    Lichtenfels (Lkr);5199656;153135;32060;110893;12736;16701;11280;16730;228547;17866;28;-;2358452;1989702;79112;169496;2918;-
09478111;      Altenkunstadt;329087;12653;1163;8201;275;279;709;1148;13390;-;-;-;151988;125836;3878;9360;207;-
09478116;      Burgkunstadt, St;405962;15963;2966;11086;712;1331;760;1119;17917;1931;-;-;201252;130638;5602;14253;432;-
09478120;      Ebensfeld, M;687285;12072;1180;16311;2234;944;487;1539;31241;1060;-;-;409834;178217;10596;21314;256;-
09478127;      Hochstadt a.Main;137832;4843;1255;3291;130;-;128;565;5589;1413;-;-;75877;36505;3081;5077;78;-
09478139;      Lichtenfels, St;1222886;42486;8614;26063;2935;1580;3060;5875;59343;7203;-;-;425218;579616;22239;37869;785;-
09478143;      Marktgraitz, M;37464;3685;396;929;8;-;88;222;1521;-;28;-;19962;7140;505;2905;75;-
09478144;      Marktzeuln, M;68576;4123;872;1764;894;1630;416;470;3324;472;-;-;40673;7733;1830;4322;53;-
09478145;      Michelau i.OFr.;193559;17226;7101;4565;390;1;1077;1703;8631;271;-;-;74435;61026;7605;9267;261;-
09478155;      Redwitz a.d.Rodach;146625;8391;2341;3798;853;482;656;432;7496;1079;-;-;69834;37391;6376;7328;168;-
09478165;      Bad Staffelstein, St;994075;21446;3086;21203;1585;9967;3410;2224;45921;4437;-;-;481559;351512;15600;31749;376;-
09478176;      Weismain, St;901432;10247;3086;13680;2715;487;484;1201;31662;-;-;-;407793;402500;1740;25610;227;-
09478444;      Gemeindefreie Gebiete;74873;-;-;2;5;-;5;232;2512;-;-;-;27;71588;60;442;-;-
09479;    Wunsiedel i.Fichtelgebirge (Lkr);6064185;177593;54163;109134;15146;9059;11854;20529;262421;24344;3235;104;2332306;2781893;86820;173019;2565;-
09479111;      Bad Alexandersbad;89360;2667;119;3189;93;-;228;135;4103;-;-;-;42227;34059;1126;1364;50;-
09479112;      Arzberg, St;431907;13676;4168;7923;1856;-;419;1163;19133;3128;-;-;194936;168436;6621;10240;208;-
09479126;      Höchstädt i.Fichtelgebirge;149557;3443;765;3055;125;-;129;1230;8227;-;-;-;89621;35064;2609;5260;29;-
09479127;      Hohenberg a.d.Eger, St;81969;4731;1097;1942;340;-;23;253;3812;-;-;-;43094;18923;3656;4038;60;-
09479129;      Kirchenlamitz, St;484812;9857;2092;7597;484;726;172;738;17254;2081;-;-;202618;226806;4068;10205;114;-
09479135;      Marktleuthen, St;354875;8429;2405;6169;226;4;617;367;13910;2665;-;-;172868;134480;5115;7533;87;-
09479136;      Marktredwitz, GKSt;495265;30846;12259;15938;2137;597;1596;2162;33428;6875;-;-;224166;142136;5843;16620;662;-
09479138;      Nagel;77840;6530;464;1779;154;-;171;305;3193;-;-;-;33262;24252;1147;6514;69;-
09479145;      Röslau;298318;6046;1641;4325;501;-;135;446;9465;2158;43;-;155945;100828;6299;10400;86;-
09479147;      Schirnding, M;165096;3944;2463;2285;43;2307;105;362;8046;1729;-;-;49302;89467;2005;2964;74;-
09479150;      Schönwald, St;191912;8405;1820;3015;1123;-;591;1230;11230;835;-;-;58489;95598;2624;6827;125;-
09479152;      Selb, GKSt;623841;34368;12710;20188;2448;279;3295;3373;36503;2405;-;-;309049;154890;13016;30910;407;-
09479158;      Thiersheim, M;237106;5485;2723;4203;2585;225;64;416;13272;-;-;-;146931;52210;2563;6383;46;-
09479159;      Thierstein, M;129332;4209;944;2501;249;-;-;295;7944;-;-;-;67240;35477;5147;5268;58;-
09479161;      Tröstau;192897;7674;1257;3739;113;47;364;5116;7856;339;-;-;85992;69004;3490;7817;89;-
09479166;      Weißenstadt, St;422306;8227;2160;7718;695;38;1220;1284;14127;-;2584;104;183081;170977;11990;17965;136;-
09479169;      Wunsiedel, St;548842;19044;5076;13081;1914;2897;2712;1563;23420;2028;-;-;265555;188871;6170;16246;265;-
09479444;      Gemeindefreie Gebiete;1088950;12;-;487;60;1939;13;91;27498;101;608;-;7930;1040415;3331;6465;-;-
095;  Mittelfranken;72448939;2372082;568691;1827955;244053;141705;318542;317457;3661354;326529;8834;5095;34653102;24924716;977113;2046954;54757;-
09561;    Ansbach (Krfr.St);999310;58029;16432;48360;5689;859;8900;5118;67718;12202;-;-;444071;289183;6201;35249;1299;-
09562;    Erlangen (Krfr.St);769724;111361;26906;53664;4532;291;13331;10279;86156;4720;-;-;236065;171636;27129;21379;2275;-
09563;    Fürth (Krfr.St);633455;104036;29492;45808;3437;186;17504;16278;66436;6535;32;-;233020;79041;13448;14682;3520;-
09564;    Nürnberg (Krfr.St);1864286;352417;102102;169728;18947;978;104853;41527;229210;94288;-;-;337489;317794;34553;46210;14190;-
09565;    Schwabach (Krfr.St);408113;54220;10109;21928;5225;1527;3743;3502;35300;2880;-;-;137804;116207;3040;11258;1370;-
09571;    Ansbach (Lkr);19718190;360421;100021;454629;60424;17802;38101;58261;906505;42214;1334;2362;11219748;5627500;179622;642507;6739;-
09571111;      Adelshofen;271898;1713;352;5294;342;127;152;392;10624;-;-;-;175321;66685;1084;9759;53;-
09571113;      Arberg, M;312919;5098;891;6028;480;-;220;610;12312;-;-;-;154627;119145;4194;9255;59;-
09571114;      Aurach;366713;6559;2429;7204;3045;-;195;728;22548;575;-;-;218590;95377;1383;7992;88;-
09571115;      Bechhofen, M;618683;12863;3054;12988;2058;1883;1223;1617;24524;-;-;-;330279;195099;9923;22811;361;-
09571122;      Bruckberg;76148;2269;113;2543;79;-;241;121;4060;-;-;-;28591;34384;378;3284;85;-
09571125;      Buch a.Wald;264394;1847;421;5519;933;-;174;6730;9597;-;-;-;155738;71636;1901;9863;35;-
09571127;      Burgoberbach;126172;8137;1262;3447;324;578;434;602;6513;-;-;-;83568;14923;1226;5053;105;-
09571128;      Burk;140789;2933;380;1884;1060;63;194;215;5091;-;-;-;44775;76083;2857;5158;96;-
09571130;      Colmberg, M;383473;4237;502;7923;830;-;275;3524;13882;-;-;-;242115;97664;2192;10252;77;-
09571132;      Dentlein a.Forst, M;180148;6474;707;4367;751;95;250;426;6960;-;-;-;62320;89434;2059;6231;74;-
09571134;      Diebach;223505;1953;212;4647;255;426;60;262;13137;-;-;251;148764;43190;832;9460;56;-
09571135;      Dietenhofen, M;639428;11338;4276;13034;2786;-;1595;1129;29572;-;-;-;350018;203054;4264;18165;197;-
09571136;      Dinkelsbühl, GKSt;751878;20646;6177;21980;1865;-;4846;6878;40671;2040;-;-;424079;180216;17107;24963;410;-
09571137;      Dombühl, M;178973;4002;1324;3397;711;-;161;329;7045;2225;-;-;94489;57242;1141;6828;79;-
09571139;      Dürrwangen, M;230337;5948;480;4357;431;814;247;1058;10567;-;-;-;94983;101004;4371;5964;113;-
09571141;      Ehingen;476180;3750;586;8458;452;289;419;792;17236;-;-;-;274698;147973;9421;11962;144;-
09571145;      Feuchtwangen, St;1372680;22062;9166;36495;3336;741;2317;2933;68616;3502;-;-;798439;360092;13473;51229;279;-
09571146;      Flachslanden, M;409346;5565;640;7288;1172;-;355;784;15603;619;495;-;190633;168486;4082;13444;180;-
09571152;      Gebsattel;191257;4208;248;3686;252;263;288;237;14162;-;-;-;135485;23918;1372;7055;83;-
09571154;      Gerolfingen;125923;2042;169;4281;284;57;124;451;5608;420;-;-;85883;14446;1831;10289;38;-
09571155;      Geslau;419712;2568;1048;8641;662;-;252;677;16324;-;-;-;282812;97437;1506;7738;47;-
09571165;      Heilsbronn, St;622383;15479;4745;13939;8463;-;1268;1411;31563;2397;-;-;322834;204498;2103;13494;189;-
09571166;      Herrieden, St;816798;15179;4819;17273;1162;-;3057;1759;34642;-;-;-;467323;241651;4570;25144;219;-
09571169;      Insingen;213284;2232;1223;4477;613;-;125;400;9408;-;-;-;154515;33020;584;6652;35;-
09571170;      Langfurth;211529;5308;542;4828;485;446;177;1161;8728;-;-;-;117240;58598;4857;9025;134;-
09571171;      Lehrberg, M;508600;6113;465;9165;1672;-;621;504;20909;1592;-;-;266005;180134;3157;18162;101;-
09571174;      Leutershausen, St;840954;11428;4191;17171;2654;-;1915;1410;32674;5340;-;-;546777;183385;8207;25612;190;-
09571175;      Lichtenau, M;413607;7577;1570;10254;1115;-;292;4872;24946;-;-;-;219683;124561;2641;15980;116;-
09571177;      Merkendorf, St;260780;5868;2428;7750;1678;-;633;398;12281;1460;59;-;188112;29141;1543;9327;102;-
09571178;      Mitteleschenbach;105082;2782;388;3365;365;-;73;294;4658;-;-;-;58437;32361;383;1938;38;-
09571179;      Mönchsroth;119245;3896;1322;3297;103;630;161;314;5229;-;-;34;61382;34837;2505;5466;69;-
09571180;      Neuendettelsau;338140;11021;2184;11394;842;-;962;929;19041;625;-;-;176420;101537;2066;10925;194;-
09571181;      Neusitz;137812;4695;1140;3243;498;-;207;737;11687;216;-;13;92912;14787;1045;6590;42;-
09571183;      Oberdachstetten;236268;3933;423;5497;415;-;297;288;9988;1776;-;-;129160;75350;969;8128;44;-
09571188;      Ohrenbach;227452;974;293;5542;687;-;129;-;12408;-;-;-;163151;35237;760;8226;45;-
09571189;      Ornbau, St;151611;3475;615;3111;705;-;299;452;5735;-;573;-;119924;5440;3022;8208;52;-
09571190;      Petersaurach;418224;11850;1618;8734;3023;-;670;878;20641;2973;-;-;200079;153403;1877;12311;167;-
09571192;      Röckingen;109118;1601;190;2747;91;-;86;302;4523;-;-;-;83083;8552;1436;6464;43;-
09571193;      Rothenburg ob der Tauber, GKSt;416897;15305;7222;13653;763;5869;3609;948;21899;1973;-;-;283250;44249;2913;14928;316;-
09571194;      Rügland;209157;2748;746;4637;482;-;175;339;9250;-;-;-;109484;71314;1241;8693;48;-
09571196;      Sachsen b.Ansbach;209405;8166;277;5920;901;-;372;816;9410;5057;-;-;106790;59520;1384;10688;104;-
09571198;      Schillingsfürst, St;275080;5772;1968;6673;730;-;1603;496;12610;-;-;-;125430;113915;1409;4359;115;-
09571199;      Schnelldorf;514523;8145;4328;11099;1046;-;671;1282;30644;1992;-;-;242949;192917;3405;15855;190;-
09571200;      Schopfloch, M;153456;6535;1125;6050;193;-;542;318;7689;959;-;-;98595;23855;2160;5134;301;-
09571205;      Steinsfeld;318135;2470;1594;6317;856;3259;158;-;15562;487;-;-;217793;57974;1304;10297;64;-
09571208;      Unterschwaningen;185694;1708;313;4073;144;265;1234;803;7080;834;-;-;100110;59992;3795;5297;46;-
09571214;      Wassertrüdingen, St;535814;11118;2486;13007;1186;-;1037;1468;20444;1373;207;797;322395;140424;3964;15664;244;-
09571216;      Weidenbach, M;217177;4747;350;6823;452;-;284;501;10004;715;-;-;142582;42820;2222;5605;72;-
09571217;      Weihenzell;452269;6125;1105;9220;739;-;696;611;16862;664;-;-;240311;158220;2088;15527;101;-
09571218;      Weiltingen, M;240251;2732;360;5766;406;53;509;319;9586;-;-;-;150943;58548;2346;8600;83;-
09571222;      Wettringen;214221;2408;326;3168;103;543;109;417;7441;-;-;-;99592;92979;979;6116;40;-
09571223;      Wieseth;205906;3006;802;6282;293;143;149;638;7669;-;-;-;126804;48411;2502;9130;77;-
09571224;      Wilburgstetten;252855;5307;7324;4907;400;914;158;567;11242;1919;-;685;103531;98647;8595;8607;52;-
09571225;      Windelsbach;384893;2214;303;5651;574;-;125;313;15831;77;-;582;168742;179758;2758;7918;47;-
09571226;      Windsbach, St;681255;11380;2791;15608;815;-;821;727;31285;221;-;-;341873;252605;4156;18813;160;-
09571227;      Wittelshofen;242314;2053;241;6968;354;-;270;232;10397;8;-;-;177224;34513;1827;8131;96;-
09571228;      Wörnitz;244543;3455;2604;7698;1057;-;177;438;16439;175;-;-;171702;30952;1064;8736;46;-
09571229;      Wolframs-Eschenbach, St;254728;5404;1163;5861;2251;344;408;424;11105;-;-;-;146404;74202;1086;5978;98;-
09571444;      Gemeindefreie Gebiete;18174;-;-;-;-;-;-;-;343;-;-;-;-;17705;102;24;-;-
09572;    Erlangen-Höchstadt (Lkr);5646413;241295;32232;124593;16322;4636;20889;28788;281222;8526;369;1120;2143856;2370030;206775;161584;4176;-
09572111;      Adelsdorf;316830;13634;1451;11415;861;-;1232;1726;15216;482;-;-;140166;91947;24035;14472;193;-
09572114;      Aurachtal;184027;6249;464;3585;526;-;482;471;7810;-;-;-;107933;47916;4513;3962;116;-
09572115;      Baiersdorf, St;118067;11521;1845;4296;370;-;1775;677;9968;1004;-;-;58475;16721;4689;6532;194;-
09572119;      Bubenreuth;41429;7672;340;1562;52;-;264;365;3680;474;-;-;11063;14150;820;775;212;-
09572120;      Buckenhof;13894;4851;74;683;72;-;357;78;1424;-;-;66;2732;2955;232;280;90;-
09572121;      Eckental, M;297325;26568;3127;10593;824;-;1392;2613;17809;850;79;3;151128;69907;3635;8397;400;-
09572126;      Gremsdorf;129662;2844;1386;2752;249;629;107;418;8897;264;-;-;67558;20449;16821;7236;52;-
09572127;      Großenseebach;72042;4259;145;1212;157;-;218;417;3129;-;-;-;25844;32197;2620;1754;90;-
09572130;      Hemhofen;67542;9974;914;2936;342;-;462;941;4548;387;-;-;21499;19227;3170;2822;320;-
09572131;      Heroldsberg, M;110942;14973;1762;3582;434;971;1563;926;7936;673;-;40;60236;14192;597;2862;195;-
09572132;      Herzogenaurach, St;476246;34544;6672;19004;2324;-;4316;9648;25501;1031;-;-;221238;125033;9582;16853;500;-
09572133;      Heßdorf;247747;6394;1282;4676;535;330;571;481;13962;-;290;-;100296;82435;24669;11775;51;-
09572135;      Höchstadt a.d.Aisch, St;708795;26723;3736;14766;1997;1605;1686;2005;38715;163;-;-;273602;279939;39273;24038;547;-
09572137;      Kalchreuth;108609;5580;640;3066;227;559;694;785;4866;649;-;-;67541;20820;1321;1759;102;-
09572139;      Lonnerstadt, M;227177;3859;338;4651;660;337;383;512;9116;-;-;-;120267;78700;2776;5455;123;-
09572141;      Marloffstein;66161;3979;8;1762;65;-;192;282;2968;-;-;-;39520;15056;1031;1261;37;-
09572142;      Möhrendorf;131758;8648;454;2884;194;205;438;635;6658;460;-;698;48444;48866;8054;5028;92;-
09572143;      Mühlhausen, M;165995;3109;622;3945;237;-;249;590;9329;424;-;-;94684;46473;2204;3987;142;-
09572147;      Oberreichenbach;48241;2383;408;1314;49;-;215;20;2296;-;-;-;18820;18798;2840;1038;60;-
09572149;      Röttenbach;77620;10363;294;3010;400;-;611;478;3880;-;-;-;22102;27195;5839;3388;60;-
09572154;      Spardorf;32248;3511;620;1334;37;-;63;383;1342;-;-;-;15058;9506;76;170;148;-
09572158;      Uttenreuth;59519;9543;302;2552;88;-;879;540;3579;-;-;-;31482;8727;721;993;113;-
09572159;      Vestenbergsgreuth, M;318492;3303;1759;6482;3615;-;301;771;13168;-;-;-;151723;128830;2691;5790;59;-
09572160;      Wachenroth, M;231700;4498;2372;4677;1041;-;504;538;14329;326;-;-;119721;73503;4296;5829;66;-
09572164;      Weisendorf, M;367590;12209;1197;7665;571;-;1727;373;14695;-;-;-;169796;115430;29842;13871;214;-
09572444;      Gemeindefreie Gebiete;1026755;104;20;189;395;-;208;2115;36401;1339;-;313;2928;961058;10428;11257;-;-
09573;    Fürth (Lkr);3074500;182337;27800;85156;16676;1952;18549;19014;157504;11993;-;104;1666821;786813;27144;69418;3219;-
09573111;      Ammerndorf, M;50555;3644;366;1008;853;-;446;494;2647;-;-;-;27028;10386;901;2650;132;-
09573114;      Cadolzburg, M;453921;18985;4097;12741;2026;-;3878;1266;17834;721;-;-;236253;142750;3166;10027;177;-
09573115;      Großhabersdorf;354878;7630;1028;8193;1331;-;814;656;12570;-;-;-;218040;95861;2231;6358;166;-
09573120;      Langenzenn, St;463352;19937;7089;10865;1695;1952;2254;2694;26045;1954;-;-;229790;139317;6029;13395;336;-
09573122;      Oberasbach, St;120914;25077;1812;5450;272;-;1530;1597;10213;1337;-;-;53239;13687;687;5678;335;-
09573123;      Obermichelbach;92722;7954;442;2441;287;-;115;435;5329;-;-;-;60005;13240;460;1967;47;-
09573124;      Puschendorf;33935;4036;163;1572;193;-;105;2319;1937;528;-;-;14340;7772;100;744;126;-
09573125;      Roßtal, M;443415;18326;1952;11467;3562;-;1848;1566;19088;3380;-;-;250599;125179;999;5132;317;-
09573126;      Seukendorf;84846;5320;224;2267;759;-;187;372;5615;158;-;-;46434;21274;563;1617;56;-
09573127;      Stein, St;195101;15980;1769;6902;122;-;2687;1199;12582;152;-;-;114892;35835;873;1755;353;-
09573129;      Tuchenbach;64824;3070;394;1222;99;-;40;251;2757;-;-;-;42180;12815;712;1169;115;-
09573130;      Veitsbronn;161792;10332;1426;4646;2325;-;307;872;8527;2193;-;-;94250;30727;1495;4473;219;-
09573133;      Wilhermsdorf, M;266372;8655;1842;7580;713;-;592;864;12319;328;-;-;165683;53484;7043;7129;140;-
