GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2011;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09274128;      Essenbach, M;836174;23303;3430;22175;7157;6149;833;1531;41699;4186;-;-;506611;173235;27308;18281;276;-
09274132;      Furth;209691;7004;494;8243;379;3457;297;7511;9193;250;-;-;132055;35978;802;3819;209;-
09274134;      Geisenhausen, M;625119;12502;1602;21406;509;1174;270;681;22685;1744;-;-;414361;138301;2066;7541;277;-
09274135;      Gerzen;170201;4534;625;5652;158;153;287;236;6635;-;-;-;113408;35207;1591;1649;66;-
09274141;      Hohenthann;682552;8376;317;17420;370;1538;206;449;26154;-;-;-;447231;169136;1177;10053;125;-
09274145;      Kröning;396109;4475;417;11878;237;772;54;365;14457;-;-;-;234865;125777;743;2019;50;-
09274146;      Kumhausen;370511;10006;454;11744;156;2725;890;422;14715;1910;-;-;231845;88256;728;6482;178;-
09274153;      Neufahrn i.NB;387697;8234;4744;11608;912;1197;170;670;18114;1017;-;-;244152;87121;1482;8159;117;-
09274154;      Neufraunhofen;179494;2530;-;6838;513;-;227;241;6544;-;-;-;129663;30326;784;1799;29;-
09274156;      Niederaichbach;340703;9210;1045;9855;1534;83;52;552;13118;586;-;-;187555;100891;7307;8814;101;-
09274165;      Obersüßbach;236007;3169;274;7165;538;53;63;135;8711;-;-;-;179580;33589;388;2322;20;-
09274172;      Pfeffenhausen, M;717795;10699;2434;18518;2180;640;264;769;26736;35;-;-;442952;198289;1389;12767;123;-
09274174;      Postau;348130;3856;183;7133;238;-;81;251;13455;-;-;-;224772;91246;467;6352;96;-
09274176;      Rottenburg a.d.Laaber, St;901286;18050;4549;25559;1811;2552;447;1874;35711;50;-;-;556156;234875;2706;16576;370;-
09274179;      Schalkham;226803;2013;176;7039;335;101;66;88;7438;-;-;-;156578;49473;1487;1971;38;-
09274182;      Tiefenbach;247113;9226;386;8133;196;6662;232;602;10107;-;-;-;156624;49579;1053;4194;119;-
09274183;      Velden, M;494374;12877;1764;20700;342;521;508;1426;19613;-;-;-;362593;63217;3528;6954;331;-
09274184;      Vilsbiburg, St;688603;21300;5935;26573;1519;2880;1060;4647;27778;2168;-;-;469648;110484;4334;9985;292;-
09274185;      Vilsheim;217191;5796;295;8400;106;-;115;249;8869;-;-;-;165055;23720;958;3496;132;-
09274187;      Weihmichl;321724;5485;804;7921;295;98;15;763;12080;682;-;-;222741;66234;567;3983;56;-
09274188;      Weng;156228;3094;332;3735;348;-;232;253;6773;-;-;-;101430;36157;204;3619;51;-
09274191;      Wörth a.d.Isar;48405;5045;2453;3361;900;-;185;482;5598;713;-;-;23899;654;2664;2414;37;-
09274193;      Wurmsham;281780;2887;693;10577;140;20;83;131;8642;-;-;-;216188;39143;954;2198;124;-
09274194;      Bruckberg;511046;12460;1028;13812;527;2994;171;599;17902;1941;-;-;286201;159864;4739;8643;165;-
09275;    Passau (Lkr);15302789;464091;86571;475813;44603;65811;21869;94713;684985;27087;851;106;8478143;4418048;281650;153323;5125;-
09275111;      Aicha vorm Wald;203274;5738;2973;7095;435;-;102;335;11655;-;104;-;98886;69785;2531;3567;68;-
09275112;      Aidenbach, M;171044;7041;763;5052;1308;-;642;293;5730;-;15;-;109645;37763;658;2050;84;-
09275114;      Aldersbach;458010;13145;3105;14318;2069;4331;462;1095;17522;-;-;-;293938;93154;6025;8811;35;-
09275116;      Bad Füssing;550662;15201;471;19975;1045;21;2434;8048;24244;-;-;-;314543;125339;29921;9219;201;-
09275117;      Beutelsbach;203905;3091;201;6454;113;755;31;192;7789;-;58;-;148375;34162;510;2154;20;-
09275118;      Breitenberg;298460;5059;324;10302;214;298;360;636;12395;-;-;6;188891;76786;1914;1275;-;-
09275119;      Büchlberg;281239;9970;2415;8931;369;-;133;604;11990;-;86;-;158126;82888;3061;2453;213;-
09275120;      Eging a.See, M;236639;10426;1978;8585;1766;4840;768;1718;12931;-;169;-;96388;89725;3700;3507;138;-
09275121;      Fürstenstein;193014;10122;2221;6009;192;5665;78;748;10530;-;-;-;65717;84877;1798;4896;161;-
09275122;      Fürstenzell, M;793587;18490;3368;24691;1228;8586;1072;9282;27403;1978;-;-;470456;217060;3345;6238;390;-
09275124;      Bad Griesbach i.Rottal, St;701343;20893;903;24808;959;-;2591;10602;31719;-;-;-;438962;159010;4461;6240;195;-
09275125;      Haarbach;477090;6987;343;13515;1549;122;419;15990;13632;-;30;-;280441;139894;1806;2329;33;-
09275126;      Hauzenberg, St;828069;31072;7625;20226;1781;6788;1339;2454;38075;2179;3;-;311580;393156;5385;6100;306;-
09275127;      Hofkirchen, M;327024;9971;1757;9986;1323;-;241;759;16054;-;-;-;169072;104085;9915;3722;139;-
09275128;      Hutthurm, M;372061;15033;3282;11991;1309;-;302;596;21126;2755;-;-;193810;111951;6624;2967;315;-
09275130;      Kirchham;184771;4897;3681;6087;79;1508;402;4989;8164;220;-;-;129082;21503;2554;1547;58;-
09275131;      Kößlarn, M;254826;4612;94;6148;750;223;13;274;7832;-;-;-;137125;95863;671;1154;67;-
09275132;      Malching;252376;3088;125;6565;225;224;398;297;9325;-;-;-;170271;56388;4374;1096;-;-
09275133;      Neuburg a.Inn;417639;11604;1638;11500;852;-;300;427;20369;1480;-;-;176565;181309;9758;1669;168;-
09275134;      Neuhaus a.Inn;310684;7756;1339;10061;274;470;543;544;18809;-;-;-;206717;32699;26836;4548;88;-
09275135;      Neukirchen vorm Wald;242977;7011;966;7760;1168;23;155;913;17909;-;26;-;133915;69423;1628;2080;-;-
09275137;      Obernzell, M;182164;8244;2051;5598;533;-;281;377;9668;2468;-;-;58040;77691;14889;2274;50;-
09275138;      Ortenburg, M;607530;20842;3941;19938;955;14715;218;3352;28154;353;56;-;388518;115503;3962;6783;240;-
09275141;      Pocking, St;688754;29325;7652;27205;5709;6292;2327;2044;29742;2081;-;-;492737;52395;18902;11977;366;-
09275143;      Rotthalmünster, M;445576;12169;4163;15223;1873;-;382;11884;15033;1146;-;-;328592;48161;3077;3703;170;-
09275144;      Ruderting;129612;8260;661;4164;200;-;103;360;8034;506;-;30;65135;37864;1178;3077;40;-
09275145;      Ruhstorf a.d.Rott, M;514635;18656;3656;17712;1243;434;111;628;24871;1039;-;-;387389;47015;8324;3342;215;-
09275146;      Salzweg;319426;16380;2190;8418;310;2188;454;494;13770;-;-;-;152393;114370;5513;2891;55;-
09275148;      Sonnen;164875;3366;535;5206;690;2346;75;282;6772;526;-;-;80067;62831;509;1622;48;-
09275149;      Tettenweis;286959;4253;367;8578;119;-;92;267;11006;-;-;-;231797;23866;4242;2317;55;-
09275150;      Thyrnau;337392;11015;2376;10136;1240;-;166;5225;12494;1409;-;-;158849;125089;7014;2297;82;-
09275151;      Tiefenbach;497115;16895;1394;15596;802;2322;294;1592;25651;1761;52;-;240362;176527;8253;5408;206;-
09275152;      Tittling, M;207793;11006;3192;8188;571;1427;319;749;12945;-;-;-;96848;66014;2773;3600;161;-
09275153;      Untergriesbach, M;735765;13492;2226;17466;2964;-;238;1596;30749;225;30;-;302091;347476;13208;3851;153;-
09275154;      Vilshofen an der Donau, St;863041;40337;9179;31284;5991;2136;2473;2497;39652;6448;80;-;448938;219534;41930;12217;345;-
09275156;      Wegscheid, M;806631;12381;2490;20161;1190;-;1379;1598;33212;513;-;70;347684;375211;6056;4672;14;-
09275159;      Windorf, M;569383;12103;661;15411;1082;97;116;897;29670;-;128;-;299280;191997;13371;4324;246;-
09275160;      Witzmannsberg;187444;4160;265;5470;123;-;56;75;8359;-;14;-;106918;59684;974;1346;-;-
09276;    Regen (Lkr);9749120;195808;36221;171261;9430;12383;6295;31879;302891;23439;7698;3245;2513730;6217296;80070;135284;2190;-
09276111;      Achslach;300542;2229;669;4397;201;-;47;513;7688;-;-;-;66325;214876;866;2705;26;-
09276113;      Arnbruck;378746;5404;660;6319;242;10;13;584;10352;347;265;-;98627;248005;984;6864;70;-
09276115;      Bayerisch Eisenstein;473241;4427;720;2404;455;-;285;3748;14076;2961;-;-;10689;424997;4046;4365;68;-
09276116;      Bischofsmais;462847;8774;1105;7126;438;384;1458;3415;13542;-;1611;306;121856;296903;1951;3884;94;-
09276117;      Bodenmais, M;452939;9692;1885;5782;353;-;458;1436;14813;491;1027;884;43070;366003;1928;5053;64;-
09276118;      Böbrach;275536;4220;273;3472;121;-;89;324;10113;-;306;61;58460;193349;1174;3494;80;-
09276120;      Drachselsried;417262;7688;1039;6566;246;254;25;1062;13715;-;-;-;79456;299190;1917;6012;92;-
09276121;      Frauenau;601108;7928;1390;3456;1165;-;92;948;12371;1944;412;-;47214;502180;12822;9116;70;-
09276122;      Geiersthal;223684;5802;890;5508;666;222;270;565;9347;1494;-;-;77240;116646;2815;2219;-;-
09276123;      Gotteszell;92198;3154;501;2237;220;-;-;199;2919;-;-;-;28173;52974;299;1484;38;-
09276126;      Kirchberg i.Wald;487965;9932;1085;12019;215;507;204;801;14584;-;2;-;229020;210068;1687;7748;93;-
09276127;      Kirchdorf i.Wald;305593;6069;602;4715;121;642;227;630;9660;-;765;-;111655;165592;1055;3807;53;-
09276128;      Kollnburg;595318;6075;1324;13525;255;20;121;309;18430;-;-;-;263286;287337;1635;2961;40;-
09276129;      Langdorf;343536;4754;380;4737;284;-;45;440;10113;2437;194;-;61715;251101;2600;4679;57;-
09276130;      Lindberg;1088582;9197;387;3735;275;1023;646;7823;18529;911;1074;1869;51638;968478;5281;17641;75;-
09276134;      Patersdorf;170450;4970;1110;3860;98;4583;118;213;6749;365;291;-;73032;72080;1270;1662;49;-
09276135;      Prackenbach;400863;6910;1274;9673;311;706;84;1016;11723;-;14;-;160720;202408;2418;3538;68;-
09276138;      Regen, St;651515;24836;6035;21035;1593;576;619;1753;28995;4260;666;125;252165;284559;8857;15148;293;-
09276139;      Rinchnach;402201;7807;907;7487;235;863;150;636;13235;-;212;-;153079;212034;1929;3526;101;-
09276142;      Ruhmannsfelden, M;58050;3993;1068;3059;228;897;-;474;3133;244;305;-;31245;11426;731;1145;102;-
09276143;      Teisnach, M;257709;6881;2433;5146;342;827;99;578;9831;107;-;-;81351;140172;5783;4001;158;-
09276144;      Viechtach, St;624696;18264;5887;18194;546;588;527;1750;22848;1093;330;-;207744;324069;14147;8462;247;-
09276146;      Zachenberg;272880;6004;585;5594;185;271;65;44;7503;3296;18;-;117705;129194;467;1949;-;-
09276148;      Zwiesel, St;411659;20798;4012;11215;635;10;653;2618;18622;3489;206;-;88265;243655;3408;13821;252;-
09277;    Rottal-Inn (Lkr);12814216;270358;59862;378963;26520;16822;7762;38492;472137;15982;536;71;7934371;3304014;131007;153992;3327;-
09277111;      Arnstorf, M;803891;12300;5276;23165;1277;1261;616;748;24891;-;-;-;493925;229807;4055;6451;119;-
09277112;      Bayerbach;194337;4241;358;6032;247;-;97;5072;6220;759;-;-;145000;21255;2470;2547;39;-
09277113;      Bad Birnbach, M;688530;14033;2113;20631;1330;-;1046;8335;25585;658;-;-;385414;212564;6808;9850;163;-
09277114;      Dietersburg;550446;7847;1845;15966;1713;566;333;672;19480;-;-;-;326189;170231;1760;3681;163;-
09277116;      Eggenfelden, St;443533;24331;8456;19479;1195;197;795;1334;25649;2656;-;-;252424;93560;5332;7861;264;-
09277117;      Egglham;368464;8408;794;9310;317;323;53;466;11045;-;-;-;253468;78341;756;5073;110;-
09277118;      Ering;395602;5657;473;7086;836;469;381;473;11626;16;-;-;216567;119108;21676;11168;66;-
09277119;      Falkenberg;665172;9394;5018;20948;1030;1232;91;665;28879;-;-;-;432690;153360;2191;9598;76;-
09277121;      Gangkofen, M;1087767;14748;2351;31915;1834;1613;88;961;42365;3580;14;-;736267;239536;3547;8744;204;-
09277122;      Geratskirchen;128896;1677;125;4183;63;9;39;262;3824;-;-;-;96058;21559;240;838;19;-
09277124;      Hebertsfelden;499024;7868;2256;17933;1228;1838;77;2466;16292;777;-;-;341757;96576;3884;5911;161;-
09277126;      Johanniskirchen;405933;6352;515;11913;435;-;34;573;11309;-;-;-;233260;136879;1751;2777;135;-
09277127;      Julbach;112984;7336;1242;2217;230;331;84;262;5719;880;-;-;49854;42875;469;1452;33;-
09277128;      Kirchdorf a.Inn;316406;15199;1850;6277;1119;1606;201;1184;17709;1351;517;-;120802;112070;26762;9620;139;-
09277131;      Malgersdorf;114766;3035;700;4086;1677;283;7;253;5545;-;-;-;70650;26079;659;1778;14;-
09277133;      Massing, M;361387;8756;2983;11168;652;1029;259;693;11994;878;-;-;259831;57893;2456;2659;136;-
09277134;      Mitterskirchen;246329;3972;594;6448;285;216;91;512;9991;-;-;64;161551;58890;731;2889;95;-
09277138;      Pfarrkirchen, St;523588;24251;6037;23261;2034;762;1696;2048;26060;1020;5;7;281128;139699;5105;10145;330;-
09277139;      Postmünster;435073;4287;113;13643;246;21;73;4121;15512;1084;-;-;291684;89924;8545;5725;95;-
09277140;      Reut;307534;4533;556;7249;644;758;69;391;9682;-;-;-;196171;83638;658;3140;45;-
09277141;      Rimbach;229085;1839;216;6608;527;78;-;244;9007;-;-;-;157350;51176;459;1548;33;-
09277142;      Roßbach;481563;7117;2118;13896;370;341;6;513;15695;-;-;-;295271;135245;3903;7071;17;-
09277144;      Schönau;361406;3857;651;10465;104;-;8;904;11590;-;-;-;204330;125158;910;3375;54;-
09277145;      Simbach a.Inn, St;473299;20608;3429;14143;1253;445;913;2008;18477;1165;-;-;219207;172096;11049;8229;277;-
09277147;      Stubenberg;181937;4166;299;4416;381;-;34;302;5088;-;-;-;108795;51184;5191;2029;52;-
09277148;      Tann, M;375490;8583;1466;10458;994;421;126;461;12408;-;-;-;252411;83250;1280;3564;68;-
09277149;      Triftern, M;622566;12721;1644;16960;2059;644;271;539;21368;500;-;-;387345;170965;2982;4408;160;-
09277151;      Unterdietfurt;274858;4976;1215;7205;364;344;127;514;10673;658;-;-;188394;55771;1874;2657;86;-
09277152;      Wittibreut;383269;4568;1127;9160;430;-;20;429;10758;-;-;-;250539;103155;958;2063;62;-
09277153;      Wurmannsquick, M;492037;7396;1263;15141;965;505;81;557;17377;-;-;-;342059;101838;1305;3467;83;-
09277154;      Zeilarn;289044;6302;2779;7601;681;1530;46;530;10319;-;-;-;183980;70332;1241;3674;29;-
09278;    Straubing-Bogen (Lkr);12019211;218676;41320;338497;37005;19534;12942;32263;500884;14365;281;-;7063441;3308879;201196;226496;3432;-
09278112;      Aholfing;214032;3909;140;4496;339;67;528;364;7779;-;-;-;158968;17499;7841;12043;59;-
09278113;      Aiterhofen;431008;6700;2353;9021;3008;-;321;7905;19560;816;-;-;334531;24014;14428;8304;47;-
09278116;      Ascha;195389;3380;361;5974;479;837;112;403;8701;-;-;-;92793;77804;1070;3398;77;-
09278117;      Atting;149268;3603;1090;2548;333;1151;248;194;7599;3086;-;-;109366;4634;9960;5375;81;-
09278118;      Bogen, St;497545;17296;7939;24827;2726;3400;1033;980;31462;163;-;-;293394;90820;6124;17122;259;-
09278120;      Falkenfels;114897;2847;189;4003;190;-;58;163;4104;-;-;-;43909;57671;275;1457;31;-
09278121;      Feldkirchen;226685;3185;48;13741;68;-;290;368;8021;279;-;-;192948;4682;501;2537;17;-
09278123;      Geiselhöring, St;997081;15056;2270;22315;1378;237;788;1863;35069;1856;-;-;651533;246918;4016;13537;245;-
09278129;      Haibach;323844;5373;286;10284;404;-;36;483;13908;-;-;-;128342;159964;1085;3588;91;-
09278134;      Haselbach;184401;5232;356;6166;70;-;48;320;6853;-;-;-;97097;64932;825;2390;112;-
09278139;      Hunderdorf;222027;7222;2093;9090;154;629;156;378;11511;-;-;-;128793;57372;1629;2894;106;-
09278140;      Irlbach;158413;2949;404;3259;269;-;59;302;5095;122;-;-;86266;47640;7960;4051;37;-
09278141;      Kirchroth;428289;8364;1149;11209;711;61;215;4355;23756;-;-;-;241615;69023;40140;27602;89;-
09278143;      Konzell;267525;5162;1475;9859;223;-;101;382;12208;-;-;-;122097;109610;1450;4874;84;-
09278144;      Laberweinting;761445;8231;812;17303;1764;358;301;706;26964;725;-;-;446795;243555;3005;10742;184;-
09278146;      Leiblfing;784247;7931;1943;20066;1724;825;368;694;30528;-;-;-;533299;171900;1851;13023;95;-
09278147;      Loitzendorf;120347;1391;17;3905;126;-;15;175;6049;-;-;-;65600;41831;336;902;-;-
09278148;      Mallersdorf-Pfaffenberg, M;725753;14817;2481;19455;4434;3256;334;1533;28000;4333;-;-;446578;185949;2944;11283;356;-
09278149;      Mariaposching;196180;2961;418;6066;148;1661;83;222;6211;12;-;-;129289;22174;19980;6898;57;-
09278151;      Mitterfels, M;142314;6119;519;5812;172;-;48;756;5580;-;-;-;66306;54406;590;1955;51;-
09278154;      Neukirchen;244630;3715;507;6945;177;-;375;248;9450;-;-;-;107012;112194;1045;2872;90;-
09278159;      Niederwinkling;256607;5020;3465;8618;872;-;286;295;12165;-;-;-;184361;20767;15860;4803;95;-
09278167;      Oberschneiding;607853;6057;279;14238;760;669;256;386;24172;-;-;-;487036;67131;1265;5511;93;-
09278170;      Parkstetten;195075;7110;859;5506;610;565;166;1703;10488;-;-;-;114814;12506;31276;9382;90;-
09278171;      Perasdorf;160479;1132;41;4506;23;-;-;-;5192;-;-;-;62437;84247;550;2327;24;-
09278172;      Perkam;142307;3989;387;3332;271;345;198;317;5900;1464;-;-;103230;19103;1164;2510;97;-
09278177;      Rain;142918;6017;751;4296;71;473;543;293;7350;177;-;-;87698;28266;2535;4402;46;-
09278178;      Rattenberg;302261;4679;606;8357;668;2036;162;500;12815;-;-;-;129482;138708;1269;2867;112;-
09278179;      Rattiszell;221940;3638;606;8035;183;-;114;96;10446;-;-;-;122006;72103;935;3723;55;-
09278182;      Salching;220061;5808;1821;5503;2002;-;434;453;8388;-;-;-;182896;9381;626;2696;53;-
09278184;      Sankt Englmar;368662;4478;121;7930;156;-;1860;1520;12153;-;-;-;71472;261940;1010;5895;127;-
09278187;      Schwarzach, M;332326;5658;1003;11277;202;1402;172;461;9762;-;-;-;144737;152190;1009;4355;98;-
09278189;      Stallwang;205909;3850;276;7126;310;-;85;336;11561;-;-;-;117904;60806;1499;2108;48;-
09278190;      Steinach;231529;7269;1880;6027;566;1532;1863;1734;17097;-;-;-;110039;71458;6123;5886;55;-
09278192;      Straßkirchen;384053;7332;1697;7892;10809;-;558;590;13681;1332;-;-;320080;15063;1438;3446;135;-
09278197;      Wiesenfelden;782162;8250;585;16950;578;30;642;732;27481;-;281;-;308490;401930;7411;8691;111;-
09278198;      Windberg;79749;2946;93;2560;27;-;86;53;3825;-;-;-;40228;28688;171;1047;25;-
09279;    Dingolfing-Landau (Lkr);8777897;217015;63358;239114;21965;21139;10489;25702;390297;9089;2828;-;5541119;1899891;147131;186030;2730;-
09279112;      Dingolfing, St;440087;33936;27923;16399;1878;17;3202;2726;28729;2036;8;-;218961;75069;15774;12930;499;-
09279113;      Eichendorf, M;982163;17521;2641;25224;4812;1839;1456;1426;36897;-;102;-;668761;193745;10838;16624;277;-
09279115;      Frontenhausen, M;304368;9911;1868;8749;265;1181;392;1005;13882;47;208;-;177280;82536;2470;4474;100;-
09279116;      Gottfrieding;270699;5470;302;5479;234;2311;402;413;13879;488;-;-;154472;72178;6324;8696;51;-
09279122;      Landau a.d.Isar, St;844159;28551;6144;28768;1574;4156;751;5134;41034;953;18;-;539803;145202;19704;22054;313;-
09279124;      Loiching;389031;9638;567;12634;437;753;123;726;16706;411;-;-;233379;102144;5826;5628;59;-
09279125;      Mamming;414953;7567;3286;9723;830;2360;1099;855;16656;1044;-;-;239855;97301;22756;11552;69;-
09279126;      Marklkofen;407298;10338;6041;9556;566;1776;181;1182;17683;1177;2189;-;231870;107950;9243;7299;247;-
09279127;      Mengkofen;846599;14137;2225;22688;5305;1371;473;554;30776;-;-;-;523206;230699;1881;13086;198;-
09279128;      Moosthenning;704172;13100;4057;13681;990;693;264;1044;27631;-;-;-;466740;152379;2167;21346;80;-
09279130;      Niederviehbach;296258;6651;573;6903;502;301;331;410;12595;614;-;-;162511;85915;10394;8450;108;-
09279132;      Pilsting, M;712034;17467;2404;17430;2352;1031;264;1266;37688;858;288;-;489885;103892;16874;20119;216;-
09279134;      Reisbach, M;942060;18466;1421;26629;820;808;674;7501;42694;-;15;-;537981;284146;8018;12696;191;-
09279135;      Simbach, M;512111;8439;2224;16660;603;1028;442;256;20359;-;-;-;315058;135086;1355;10453;148;-
09279137;      Wallersdorf, M;711905;15823;1682;18591;797;1514;435;1204;33088;1461;-;-;581357;31649;13507;10623;174;-
093;  Oberpfalz;96903004;2202323;504807;2336990;184835;236335;152330;294229;4312545;194612;37166;3582;40491531;41086004;1502381;3329481;33853;-
09361;    Amberg (Krfr.St);501319;57003;18404;33533;2161;158;6750;3577;41537;2360;-;-;202846;110866;3508;17257;1359;-
09362;    Regensburg (Krfr.St);806815;126702;56988;89752;10301;14194;38602;12822;91873;15731;-;-;242585;59392;26629;18040;3204;-
09363;    Weiden i.d.OPf. (Krfr.St);705627;54215;20177;47952;3018;702;9281;5545;55372;5853;55;-;244553;217638;7800;31939;1527;-
09371;    Amberg-Sulzbach (Lkr);12557608;226709;43752;250052;25193;58493;11641;36865;543933;21753;174;94;4985979;6026540;109798;213215;3417;-
09371111;      Ammerthal;81389;5422;395;2307;188;-;24;337;3635;-;-;-;34768;32453;255;1530;75;-
09371113;      Auerbach i.d.OPf., St;782463;18838;4052;15828;1514;475;1053;1623;32648;550;-;-;311551;368481;8178;17399;273;-
