GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09376163;      Schwarzenfeld, M;382576;16394;2408;8490;944;1919;1125;1938;18595;1908;1699;1295;171955;80518;57987;15293;108;-
09376164;      Schwarzhofen, M;361043;3454;194;7608;262;667;5;560;10965;-;91;-;186509;138293;5272;7124;39;-
09376167;      Stadlern;105477;2121;268;1502;604;-;27;106;3789;-;-;-;35464;57966;146;3447;37;-
09376168;      Steinberg am See;202199;5057;76;1762;2862;-;177;1377;8617;-;-;-;20180;129612;25020;7415;44;-
09376169;      Stulln;155235;4426;2282;3460;1124;809;52;428;6862;479;-;-;81214;44939;5573;3544;43;-
09376170;      Teublitz, St;382462;19382;2387;6193;733;7929;1122;1824;19510;2397;-;-;108326;178626;25099;8740;194;-
09376171;      Teunz;307330;5661;454;6543;297;-;201;382;14468;-;25;-;141020;131502;2061;4662;54;-
09376172;      Thanstein;278580;1939;131;5764;524;301;56;112;9728;-;1177;-;126606;125898;2614;3700;30;-
09376173;      Trausnitz;176255;2369;71;3049;147;-;285;392;7991;-;-;-;72396;80247;5787;3491;30;-
09376175;      Wackersdorf;335548;13104;11690;6031;7570;-;291;2392;21290;2366;-;-;55712;178919;23105;12877;201;-
09376176;      Weiding;224232;1128;40;2561;117;-;5;114;5202;-;-;-;56951;154840;312;2919;43;-
09376178;      Winklarn, M;337168;3334;316;7430;586;1577;253;416;11391;-;-;-;173719;120557;10077;7456;56;-
09376444;      Gemeindefreie Gebiete;223176;-;-;6;51;361;-;-;6379;-;-;-;292;215537;104;446;-;-
09377;    Tirschenreuth (Lkr);10842343;178516;45231;186779;16894;20603;12626;24804;406957;18956;17735;28;4346661;5099465;207493;256920;2675;-
09377112;      Bärnau, St;744151;8472;1324;13826;568;-;545;1467;31348;-;72;28;343347;320221;6853;15902;178;-
09377113;      Brand;94841;3984;1349;1846;420;-;32;338;3800;-;98;-;29243;48519;925;4240;47;-
09377115;      Ebnath;110300;3953;295;2167;182;-;32;213;4402;35;109;-;40266;51913;1071;5614;48;-
09377116;      Erbendorf, St;675389;12117;3255;10316;855;122;670;619;23528;106;-;-;215851;389836;2965;15020;129;-
09377117;      Falkenberg, M;392497;2134;6;4770;214;-;47;173;13707;-;2999;-;143474;195072;17021;12858;22;-
09377118;      Friedenfels;162821;3677;602;2265;209;-;74;183;5155;-;52;-;56980;86130;2298;5125;71;-
09377119;      Fuchsmühl, M;148362;4330;52;2308;413;-;199;288;5904;-;1;-;43811;87757;1122;2118;59;-
09377127;      Immenreuth;253380;5503;1216;5122;320;-;147;681;9919;1401;103;-;80412;139281;4538;4676;61;-
09377128;      Kastl;247455;3582;597;3214;447;43;53;570;8339;812;-;-;108731;114593;2175;4223;76;-
09377129;      Kemnath, St;568188;13183;2038;13301;1567;440;696;1104;27075;309;634;-;306287;174057;12241;15047;209;-
09377131;      Konnersreuth, M;234831;3659;952;5047;355;2838;609;364;10407;-;180;-;126890;75091;2640;5727;72;-
09377132;      Krummennaab;176824;4087;271;3266;797;894;82;593;7156;824;109;-;98017;50796;3131;6673;128;-
09377133;      Kulmain;323068;7045;272;6144;714;268;143;370;14821;1977;404;-;164106;115991;2564;8167;82;-
09377137;      Leonberg;513347;3040;211;5632;339;179;250;1151;15373;-;1773;-;170936;296774;7297;10368;24;-
09377139;      Mähring, M;729238;4876;345;11140;595;-;142;639;21492;-;94;-;329452;345107;3464;11816;76;-
09377141;      Mitterteich, St;393838;13674;4780;10665;2379;68;1059;1468;21248;368;212;-;178621;127780;16333;15004;179;-
09377142;      Neualbenreuth, M;501362;3931;147;7245;520;160;748;7240;16076;-;504;-;193267;257806;2937;10709;72;-
09377143;      Neusorg;178495;6443;1793;2986;345;-;128;534;7117;2458;143;-;43440;106939;1319;4788;62;-
09377145;      Pechbrunn;264515;3939;145;2807;167;4273;75;221;11213;1805;-;-;44068;186628;2394;6706;74;-
09377146;      Plößberg, M;742321;7387;8093;14498;930;205;271;1409;30214;-;342;-;361492;286047;16562;14759;112;-
09377148;      Pullenreuth;431926;4857;699;7051;304;630;133;60;13193;1680;188;-;157103;238603;2614;4721;90;-
09377149;      Reuth b.Erbendorf;169103;3828;156;2060;89;-;232;366;6010;1621;18;-;55227;91396;3452;4617;31;-
09377154;      Tirschenreuth, St;1039274;17338;6441;19321;1338;5635;3041;1485;34035;126;9184;-;394725;469764;48935;27643;263;-
09377157;      Waldershof, St;603685;9772;2779;9081;600;596;999;742;23050;2400;93;-;230574;310527;2974;9390;108;-
09377158;      Waldsassen, St;665231;14261;2587;13104;1708;771;1547;1669;24011;37;129;-;257399;328170;5347;14235;256;-
09377159;      Wiesau, M;427104;9444;4826;7597;518;3481;672;857;17459;2997;294;-;172938;154890;34307;16678;146;-
09377444;      Gemeindefreie Gebiete;50797;-;-;-;1;-;-;-;905;-;-;-;4;49777;14;96;-;-
094;  Oberfranken;72314699;2276199;444837;1641627;195993;131236;232925;295497;3277229;206324;4868;8329;31156674;29881165;723395;1796290;42111;-
09461;    Bamberg (Krfr.St);546245;68005;23953;78617;5147;-;24254;11927;52374;9848;-;-;88193;150320;15402;16254;1951;-
09462;    Bayreuth (Krfr.St);669156;88560;19000;64968;3569;307;22615;13365;62816;4257;-;-;223990;134685;5519;23852;1653;-
09463;    Coburg (Krfr.St);482907;73797;10596;38817;4912;-;14443;5742;39936;7148;-;-;134927;111004;10322;30053;1210;-
09464;    Hof (Krfr.St);580291;69046;14854;44205;4083;-;18753;5541;43988;9670;-;-;252881;86553;13207;16180;1330;-
09471;    Bamberg (Lkr);11678361;301948;54956;225243;27285;14589;22636;45565;494316;15709;474;237;5248690;4734447;159274;327775;5217;-
09471111;      Altendorf;87044;4111;2108;1705;417;2875;194;396;5088;735;-;-;39143;13492;10322;6431;27;-
09471115;      Baunach, St;321366;8600;1438;4682;124;1286;539;1035;10928;462;-;-;102296;170992;10833;7985;166;-
09471117;      Bischberg;175453;12245;1206;4652;323;26;801;1340;8116;13;-;-;70676;68297;4518;3136;104;-
09471119;      Breitengüßbach;168484;9627;2366;3430;3975;754;403;6343;11554;1501;-;-;59328;53156;10010;5902;135;-
09471120;      Burgebrach, M;878586;12297;2981;17406;686;-;748;1686;27926;217;-;-;455497;325307;7522;26031;282;-
09471122;      Burgwindheim, M;373768;2718;939;5267;367;-;91;320;10705;-;-;-;129624;216771;1897;5020;49;-
09471123;      Buttenheim, M;300584;7594;1349;9245;597;110;581;652;13721;-;-;-;149661;105327;905;10685;157;-
09471128;      Ebrach, M;322597;4146;1497;5359;317;-;361;1071;10913;-;-;-;114689;174767;3167;6245;65;-
09471131;      Frensdorf;440051;11399;438;8313;506;-;456;1330;15850;881;-;-;237510;142264;4836;16136;132;-
09471133;      Gerach;77756;2208;135;977;77;-;226;268;2682;-;-;-;33298;34761;428;2668;28;-
09471137;      Gundelsheim;37724;6928;366;722;107;-;1537;491;5672;-;-;-;16596;3042;378;1723;162;-
09471140;      Hallstadt, St;146049;11457;5849;9010;416;-;2188;1314;12908;1902;-;-;68911;18082;6608;7221;183;-
09471142;      Heiligenstadt i.OFr., M;767108;8439;975;11638;776;-;649;1075;28487;-;-;-;371024;321487;1279;21102;177;-
09471145;      Hirschaid, M;409917;23222;3153;13084;1461;134;1567;2247;24058;1633;-;-;190018;122637;8093;18323;287;-
09471150;      Kemmern;82721;5078;144;1520;151;-;206;449;4795;411;-;-;37635;25879;2569;3827;57;-
09471151;      Königsfeld;428450;3235;525;6427;463;-;235;315;13467;-;43;237;241328;150473;453;11209;40;-
09471152;      Lauter;123978;2948;276;2588;325;-;40;376;4265;-;-;-;63629;46633;600;2256;42;-
09471154;      Lisberg;83547;3974;472;2375;129;-;114;528;3747;-;-;-;46507;21307;1318;2924;152;-
09471155;      Litzendorf;258590;14680;437;5404;268;-;574;1032;10709;-;-;-;137059;80684;896;6741;106;-
09471159;      Memmelsdorf;262452;15720;495;7703;559;-;1410;2074;15134;-;-;-;136744;67670;5020;9436;487;-
09471165;      Oberhaid;270478;8869;1363;4988;1229;728;426;1077;15510;2350;-;-;105434;105444;13492;9432;136;-
09471169;      Pettstadt;98784;4605;374;5303;1100;251;27;465;5573;458;-;-;41953;31406;3498;3738;33;-
09471172;      Pommersfelden;357034;6254;1051;7255;881;-;2314;850;14376;616;-;-;200211;104695;7012;11386;133;-
09471173;      Priesendorf;83465;3816;360;2547;59;-;163;266;2951;-;-;-;41776;28441;940;2120;26;-
09471174;      Rattelsdorf, M;396007;9912;2752;6164;628;-;587;1803;18093;455;-;-;232841;91674;14744;16152;202;-
09471175;      Reckendorf;130584;4464;506;1963;135;187;445;233;5608;506;-;-;53515;58282;1204;3452;84;-
09471185;      Scheßlitz, St;948848;17174;3804;17428;2373;2318;1271;1448;39395;-;-;-;495365;338453;2861;26665;293;-
09471186;      Schönbrunn i.Steigerwald;246942;4031;717;4157;42;-;225;451;8435;-;-;-;129642;90367;1590;7183;102;-
09471189;      Stadelhofen;411070;3961;658;4538;2262;289;249;204;22074;-;-;-;209105;157816;225;9614;75;-
09471191;      Stegaurach;239073;13863;574;4994;598;-;416;991;10256;-;-;-;121466;77422;2603;5709;181;-
09471195;      Strullendorf;316956;15893;4142;9602;991;-;785;1666;16250;1207;-;-;166636;83712;3507;12301;264;-
09471207;      Viereth-Trunstadt;158277;7668;1143;3542;1056;748;361;917;8266;401;-;-;78892;43695;7359;4119;110;-
09471208;      Walsdorf;162273;5716;971;3693;205;-;502;794;5228;-;-;-;82697;57315;924;4094;134;-
09471209;      Wattendorf;222365;1471;179;2642;297;3987;115;75;6580;-;-;-;118849;82512;58;5563;37;-
09471214;      Zapfendorf, M;305428;11755;3259;5679;1981;896;571;1778;18040;1195;-;-;149130;93354;7970;9586;234;-
09471220;      Schlüsselfeld, St;702475;11870;5954;12892;1231;-;1259;7881;33754;766;431;-;319546;278427;7948;20181;335;-
09471444;      Gemeindefreie Gebiete;882077;-;-;6349;173;-;-;324;23202;-;-;-;459;848404;1687;1479;-;-
09472;    Bayreuth (Lkr);12737575;274328;35114;232723;21559;23083;15553;39527;526502;31765;-;-;5207116;5984964;66259;275539;3543;-
09472111;      Ahorntal;416936;6029;251;7806;288;-;163;212;15314;-;-;-;209453;163754;1249;12310;107;-
09472115;      Aufseß;294075;3258;341;5128;414;-;32;508;9836;-;-;-;140028;130254;539;3622;115;-
09472116;      Bad Berneck i.Fichtelgebirge, St;335626;10452;2802;9418;576;8340;908;1202;17528;-;-;-;163275;109683;2671;8634;137;-
09472118;      Betzenstein, St;518479;6763;913;9492;484;1359;342;1055;22488;-;-;-;216961;252850;66;5635;71;-
09472119;      Bindlach;375959;15935;4705;13915;3884;-;1145;1320;21641;4535;-;-;197603;88865;1667;20614;130;-
09472121;      Bischofsgrün;83909;6020;310;4060;152;-;73;390;4448;-;-;-;38166;24210;764;5260;56;-
09472127;      Creußen, St;604938;12011;1706;12297;1079;1503;463;505;25675;3591;-;-;286831;240951;5668;12470;188;-
09472131;      Eckersdorf;361679;12337;407;7341;900;-;2621;557;13373;-;-;-;205581;109822;1167;7416;157;-
09472133;      Emtmannsberg;223295;2998;43;4479;116;-;197;189;7075;-;-;-;120142;84194;1082;2700;80;-
09472138;      Fichtelberg;51573;7971;553;3054;188;-;80;949;3000;-;-;-;14400;16129;1561;3630;58;-
09472139;      Gefrees, St;503046;12195;1574;11381;1803;210;574;679;22927;1419;-;-;278289;157675;3962;10209;149;-
09472140;      Gesees;99011;3588;57;3182;262;2283;51;288;3684;-;-;-;60623;20672;566;3716;39;-
09472141;      Glashütten;35292;4677;113;881;21;-;205;281;1523;-;-;-;18025;7842;229;1461;34;-
09472143;      Goldkronach, St;232360;11055;849;7059;139;-;700;1618;11393;1772;-;-;147047;41991;1152;7384;201;-
09472146;      Haag;132948;2925;317;1580;675;1036;60;349;9851;-;-;-;57451;54084;694;3909;17;-
09472150;      Heinersreuth;146688;9414;481;5158;367;-;781;740;6594;-;-;-;69511;47822;2048;3721;51;-
09472154;      Hollfeld, St;806578;12622;1724;13776;771;1438;538;1596;29744;-;-;-;368924;354500;2389;18398;158;-
09472155;      Hummeltal;184094;6907;281;4364;30;-;73;315;7465;-;-;-;99637;59881;770;4315;56;-
09472156;      Kirchenpingarten;335520;2828;231;5863;504;25;150;320;11136;-;-;-;146445;160562;2177;5211;68;-
09472164;      Mehlmeisel;132279;5416;188;2127;163;-;211;2023;4538;-;-;-;33350;78651;1319;4265;28;-
09472166;      Mistelbach;61274;3868;390;2028;783;-;633;234;2674;-;-;-;39231;9950;273;1155;55;-
09472167;      Mistelgau;405119;10367;899;10102;532;531;516;771;15830;123;-;-;216825;134871;2199;11459;94;-
09472175;      Pegnitz, St;1000007;31157;5466;21554;1458;938;1496;3504;55431;4970;-;-;424397;424697;3344;21079;516;-
09472176;      Plankenfels;140101;2700;257;2815;180;-;28;194;5163;-;-;-;67936;54277;967;5537;47;-
09472177;      Plech, M;152974;3394;308;2993;133;-;117;1195;10888;-;-;-;72004;58798;42;3061;41;-
09472179;      Pottenstein, St;732865;13377;1163;11302;385;1758;456;8927;28813;-;-;-;287370;358563;2278;18344;129;-
09472180;      Prebitz;210003;3009;316;4195;329;153;96;234;6972;1696;-;-;123479;63375;1899;4250;-;-
09472184;      Schnabelwaid, M;212817;2869;198;2354;261;-;49;131;7082;2195;-;-;70886;121436;2466;2857;33;-
09472188;      Seybothenreuth;174370;3092;508;3168;86;-;76;281;8218;1545;-;-;100545;54760;433;1616;42;-
09472190;      Speichersdorf;529078;12942;2162;10159;2921;-;499;1274;23983;7006;-;-;322480;126313;8569;10613;157;-
09472197;      Waischenfeld, St;571987;7695;618;10184;209;-;376;1032;18620;-;-;-;279397;241557;2581;9514;204;-
09472198;      Warmensteinach;267338;9252;468;4041;277;-;202;702;10085;-;-;-;16408;210628;1472;13701;102;-
09472199;      Weidenberg, M;689145;15165;4515;15209;698;3509;1642;974;30233;2322;-;-;308711;287643;4553;13821;150;-
09472444;      Gemeindefreie Gebiete;1716212;40;-;258;491;-;-;4978;53277;591;-;-;5705;1633704;3443;13652;73;-
09473;    Coburg (Lkr);5904688;213191;42474;140842;18740;6875;18845;28478;280749;13122;-;174;2989849;1878509;34478;233751;4611;-
09473112;      Ahorn;198342;12041;720;4919;222;-;853;1209;9392;-;-;-;97061;65001;1023;5761;140;-
09473120;      Dörfles-Esbach;38266;6736;1042;3721;77;-;400;428;4519;1052;-;-;15990;1300;1086;1772;143;-
09473121;      Ebersdorf b.Coburg;263610;14046;4560;8358;2263;-;447;1158;15927;694;-;-;136478;68255;1793;9484;147;-
09473132;      Großheirath;222689;6376;1372;6909;620;1363;392;365;12376;-;-;-;148189;34070;1572;8960;125;-
09473134;      Grub a.Forst;119755;7766;1396;4284;2034;-;656;806;7464;2085;-;-;66669;20555;465;5493;82;-
09473138;      Itzgrund;330829;6808;922;6940;252;-;438;339;15738;44;-;-;226210;56066;2467;14452;153;-
09473141;      Lautertal;303450;10978;906;5534;398;-;355;1075;17453;-;-;-;94282;151528;1111;19701;129;-
09473144;      Meeder;735919;8730;2069;12715;1664;242;705;813;35126;967;-;-;518098;130005;1770;22780;235;-
09473151;      Neustadt b.Coburg, GKSt;618953;31107;9060;19431;4000;3634;3769;2782;28381;1228;-;-;269932;217551;5959;21598;521;-
09473153;      Niederfüllbach;25892;3464;432;2379;38;-;253;519;2129;612;-;-;11604;2912;239;1274;37;-
09473158;      Bad Rodach, St;776529;14519;3082;14857;1435;-;2940;2125;33650;391;-;-;429772;239739;2238;31341;440;-
09473159;      Rödental, St;499763;30902;6091;12900;2223;753;3434;2905;26491;3999;-;174;165406;210770;5899;27339;477;-
09473165;      Seßlach, St;725354;10083;2461;12959;1608;876;976;1303;25989;-;-;-;361452;277791;2459;27060;337;-
09473166;      Sonnefeld;346854;12944;3306;9573;491;-;1159;2039;16998;-;-;-;193201;92294;1873;12665;311;-
09473170;      Untersiemau;204926;12753;2596;6948;729;7;708;1214;11127;2050;-;-;122886;31073;1668;11012;155;-
09473174;      Weidhausen b.Coburg;96122;9082;2421;3393;323;-;795;487;5014;-;-;-;45638;24729;454;3615;171;-
09473175;      Weitramsdorf;337185;14856;38;5022;363;-;565;8911;11938;-;-;-;85663;197932;2361;8528;1008;-
09473444;      Gemeindefreie Gebiete;60250;-;-;-;-;-;-;-;1037;-;-;-;1318;56938;41;916;-;-
09474;    Forchheim (Lkr);6427859;227559;34363;155859;14777;17911;14722;38068;306056;12493;813;7918;2895325;2509495;69672;114864;7964;-
09474119;      Dormitz;45753;3806;100;1522;176;-;275;506;1923;-;-;377;31759;4320;366;572;51;-
09474121;      Ebermannstadt, St;499581;14617;2062;10245;1105;853;1025;5855;24846;3260;208;866;173120;249010;2449;5694;4366;-
09474122;      Effeltrich;119154;5551;225;3912;356;-;170;440;4679;-;-;-;79157;21846;817;1921;80;-
09474123;      Eggolsheim, M;489146;13273;3598;11642;1313;9463;660;2480;26491;981;218;2951;213213;178105;10989;13625;144;-
09474124;      Egloffstein, M;280412;5416;770;5657;178;50;173;3732;11319;-;-;-;115403;133198;713;3693;110;-
09474126;      Forchheim, GKSt;444283;45018;11677;22088;2032;514;4870;4329;33164;2736;-;327;116292;175047;13203;11937;1049;-
09474129;      Gößweinstein, M;576937;9721;287;11530;523;-;481;818;24474;586;-;1494;226023;294909;1752;4212;127;-
09474132;      Gräfenberg, St;378634;9147;2006;9020;461;5505;1081;1274;18879;138;-;428;214086;111848;639;4005;117;-
09474133;      Hallerndorf;413301;8367;3472;6373;438;1207;484;1017;16033;-;387;49;163158;188916;13585;9625;190;-
09474134;      Hausen;135222;7350;1258;3090;478;273;242;940;7309;296;-;-;51409;50765;6418;5311;83;-
09474135;      Heroldsbach;155984;10431;465;3910;232;-;447;3071;7667;-;-;-;38333;83447;2786;5102;93;-
09474137;      Hetzles;117455;2509;369;2351;62;-;66;454;3841;5;-;48;69990;36356;652;721;31;-
09474138;      Hiltpoltstein, M;255492;4611;587;5039;453;-;318;169;12116;-;-;289;118669;110355;113;2725;48;-
09474140;      Igensdorf, M;288252;12006;622;8054;1313;46;155;1904;14867;974;-;75;175176;67347;1506;4123;84;-
09474143;      Kirchehrenbach;82370;4897;237;1952;171;-;278;495;4127;382;-;-;35657;27264;1088;5776;46;-
09474144;      Kleinsendelbach;74979;3477;310;2026;31;-;31;3745;3081;-;-;155;48846;11386;1267;594;30;-
09474145;      Kunreuth;97849;2994;177;2153;57;-;88;348;3851;-;-;-;60424;26384;398;925;50;-
09474146;      Langensendelbach;95846;6801;324;2789;73;-;186;642;4713;-;-;40;50917;25880;1847;1461;173;-
09474147;      Leutenbach;193926;3423;201;3880;184;-;108;450;7685;-;-;31;105196;70333;514;1844;77;-
09474154;      Neunkirchen a.Brand, M;264035;17089;1851;7860;323;-;1945;864;12077;717;-;-;147363;64835;886;7968;257;-
09474156;      Obertrubach;211432;4826;590;5152;342;-;194;907;9274;-;-;214;83264;102343;307;3927;92;-
09474158;      Pinzberg;133163;3823;278;3259;2983;-;74;705;4455;359;-;-;89710;25042;1106;1307;62;-
09474160;      Poxdorf;51655;2776;330;1650;65;-;232;347;2375;279;-;-;34345;7120;550;1562;24;-
09474161;      Pretzfeld, M;241979;4827;740;4564;205;-;194;302;10520;292;-;237;110402;103648;1962;3820;266;-
09474168;      Unterleinleiter;124747;3156;452;1640;175;-;233;316;5792;-;-;-;40251;70304;382;2005;41;-
09474171;      Weilersbach;86109;4617;168;2122;106;-;92;394;5016;-;-;285;41728;28022;376;3113;70;-
09474173;      Weißenohe;47002;2247;244;1052;13;-;21;187;2068;131;-;52;18706;21335;218;696;32;-
09474175;      Wiesenthau;64139;3969;238;1803;83;-;58;292;2820;463;-;-;41387;10096;177;2672;81;-
09474176;      Wiesenttal, M;459022;6814;725;9524;846;-;541;1085;20594;894;-;-;201341;210034;2606;3928;90;-
09475;    Hof (Lkr);8925185;269172;48790;187320;27300;15577;34292;26636;417256;24471;282;-;4434143;3197129;80248;159015;3554;-
09475112;      Bad Steben, M;258411;10029;936;8262;460;139;2806;924;11201;111;-;-;148310;65522;2299;7280;132;-
09475113;      Berg;389140;7702;1534;6950;1481;3697;1265;687;24822;-;-;-;208579;121039;3158;8128;98;-
09475120;      Döhlau;152477;11802;1310;4000;1508;914;1030;1184;9406;570;-;-;92462;21806;1745;4634;106;-
09475123;      Feilitzsch;302198;7773;477;5612;673;-;1141;415;13195;1983;-;-;185031;78394;1984;5502;18;-
09475127;      Gattendorf;221864;3418;1634;3480;1988;13;65;5017;10586;-;-;-;130628;60633;821;3569;12;-
09475128;      Geroldsgrün;155734;9490;1072;3498;188;-;425;633;6857;-;11;-;91914;34783;747;5985;131;-
09475136;      Helmbrechts, St;587160;23184;5977;12732;1344;-;3242;1987;29772;1276;-;-;284235;207726;5051;10210;424;-
09475137;      Issigau;186902;3988;535;2380;139;-;563;252;6495;61;-;-;84352;83141;1317;3640;39;-
09475141;      Köditz;314385;8097;1544;7013;1131;2232;762;761;15538;982;-;-;177960;89081;3919;5287;78;-
09475142;      Konradsreuth;432455;8065;1884;10013;1099;-;1018;716;15951;-;-;-;258205;128018;2866;4501;119;-
09475145;      Leupoldsgrün;102547;4328;143;2224;273;-;206;169;7740;41;-;-;57941;27001;603;1815;63;-
09475146;      Lichtenberg, St;94663;3787;258;1405;152;1235;1430;581;4442;195;-;-;32428;44585;2008;2110;47;-
09475154;      Münchberg, St;687859;23107;4805;21077;3927;255;2923;1519;36494;3935;-;-;416318;155054;7727;10377;341;-
09475156;      Naila, St;370469;19115;3639;11905;1117;656;2498;1425;20656;1414;-;-;140989;153517;3191;10028;319;-
09475158;      Oberkotzau, M;215053;14371;1710;5668;1068;-;1295;1198;9102;2632;239;-;110032;60447;2014;5114;163;-
09475161;      Regnitzlosau;398953;8396;689;7159;1004;2796;727;525;19914;-;-;-;250593;92871;3330;10840;109;-
09475162;      Rehau, St;803277;22603;5711;13049;1771;2298;4084;1977;35426;2045;-;-;262897;428924;6344;15929;219;-
09475165;      Schauenstein, St;266568;5080;584;6083;299;-;476;419;10405;-;-;-;153204;83266;2713;3936;103;-
09475168;      Schwarzenbach a.d.Saale, St;591607;18429;5481;12398;1964;-;3599;1602;25403;4815;31;-;315772;178083;15573;8236;221;-
09475169;      Schwarzenbach a.Wald, St;367050;14132;2857;7238;489;419;815;1093;20043;-;1;-;111434;198731;1463;8188;147;-
09475171;      Selbitz, St;277491;12060;2255;7562;1050;-;1264;846;17860;1211;-;-;157079;67869;1755;6438;242;-
09475174;      Sparneck, M;163567;5904;872;2688;144;923;497;432;5423;-;-;-;62045;81704;1069;1814;52;-
09475175;      Stammbach, M;346716;7780;1496;7469;1281;-;514;543;15912;1764;-;-;200326;104705;1879;2975;72;-
09475181;      Töpen;207968;3062;167;5290;503;-;112;439;6826;-;-;-;137770;47826;1452;4493;28;-
09475182;      Trogen;123163;3650;149;1640;847;-;696;211;9144;257;-;-;63697;40248;742;1780;102;-
09475184;      Weißdorf;219038;3723;467;4110;622;-;338;349;6763;387;-;-;133380;64287;1868;2676;68;-
09475189;      Zell im Fichtelgebirge, M;312512;6095;604;6098;744;-;482;415;10745;792;-;-;162997;118759;1954;2726;101;-
09475444;      Gemeindefreie Gebiete;375958;2;-;317;34;-;19;317;11135;-;-;-;3565;359109;656;804;-;-
09476;    Kronach (Lkr);6515332;181357;42930;87449;11861;9681;8816;23626;266957;14597;51;-;1840829;3845874;55098;123485;2721;-
09476145;      Kronach, St;669948;39959;10949;20847;2208;810;3682;4679;33459;2402;-;-;291221;234950;6740;17568;474;-
09476146;      Küps, M;356451;20943;3445;8495;1049;-;652;8112;16566;965;32;-;171865;110506;3642;9859;320;-
09476152;      Ludwigsstadt, St;587342;9853;1557;4621;397;3245;277;733;23321;2848;-;-;114111;412071;2112;12008;188;-
09476154;      Mitwitz, M;331907;6529;2714;5162;510;2190;397;749;12812;-;-;-;110426;176868;5746;7733;71;-
09476159;      Nordhalben, M;219109;5356;1596;1831;463;-;131;142;9815;645;-;-;51580;136979;6977;3542;52;-
09476164;      Pressig, M;531906;10572;2229;6270;562;2230;263;763;20621;2787;19;-;143608;330581;3688;7520;193;-
09476166;      Reichenbach;86512;1705;134;1130;59;-;109;140;2712;-;-;-;25553;53843;344;729;54;-
09476171;      Schneckenlohe;93056;3459;643;1427;28;-;62;213;5101;-;-;-;46429;33069;587;1981;57;-
09476175;      Steinbach a.Wald;361378;8536;4203;5080;1145;82;491;1374;13265;1401;-;-;128328;187840;1530;7951;152;-
09476177;      Steinwiesen, M;550355;8371;1487;4075;962;-;275;918;21317;565;-;-;88125;411372;6930;5858;100;-
09476178;      Stockheim;253698;14763;2749;5221;402;-;366;1211;12691;1965;-;-;105057;102314;2431;4222;306;-
09476179;      Tettau, M;238100;6661;2918;1341;269;-;360;747;9822;-;-;-;26492;181500;1057;6815;118;-
09476180;      Teuschnitz, St;342572;5531;923;2840;358;18;294;696;11758;370;-;-;87869;219750;1755;10342;68;-
09476182;      Tschirn;201244;1438;423;1055;120;-;16;144;7846;-;-;-;33527;151502;1087;4065;21;-
09476183;      Marktrodach, M;333222;11063;2428;4929;898;282;275;758;12698;492;-;-;126163;166357;2404;4325;150;-
09476184;      Wallenfels, St;456625;6154;2512;2937;427;38;485;484;20253;-;-;-;46203;367868;3116;6012;136;-
09476185;      Weißenbrunn;264112;9353;1303;4322;1608;711;282;754;11947;157;-;-;120857;105487;1467;5746;118;-
09476189;      Wilhelmsthal;429223;11111;698;5842;377;75;399;1009;16686;-;-;-;122653;260387;2921;6922;143;-
09476444;      Gemeindefreie Gebiete;208572;-;19;24;19;-;-;-;4267;-;-;-;762;202630;564;287;-;-
09477;    Kulmbach (Lkr);6583377;176491;41068;147656;25153;18066;10562;19963;297640;15721;-;-;3211734;2460256;47078;108968;3021;-
09477117;      Grafengehaig, M;208058;3430;621;3329;166;-;89;379;7623;-;-;-;92913;95324;1240;2891;53;-
09477118;      Guttenberg;106519;1710;65;1500;187;1652;156;278;4108;-;-;-;38752;55528;534;2024;25;-
09477119;      Harsdorf;112493;2684;263;1929;148;-;388;106;7448;650;-;-;49142;48043;271;1385;36;-
09477121;      Himmelkron;230524;7511;3111;7876;592;-;439;695;15973;2491;-;-;121002;61052;2075;7614;93;-
09477124;      Kasendorf, M;390060;5880;2423;7057;1904;3410;352;460;16312;-;-;-;221471;123768;853;6030;140;-
09477127;      Ködnitz;196194;5137;153;3227;69;-;146;315;8836;416;-;-;90379;82103;1638;3775;-;-
09477128;      Kulmbach, GKSt;927865;54280;15770;31616;5673;991;4439;3850;49418;3840;-;-;430693;297267;9907;18971;1150;-
09477129;      Kupferberg, St;82844;2946;236;1682;58;4353;116;411;3313;-;-;-;39730;27825;721;1413;40;-
09477135;      Ludwigschorgast, M;59403;2945;112;979;141;1318;103;292;2856;599;-;-;30727;17323;672;1283;53;-
